1.882812,1.865234
1.683594,1.816406
1.4375,1.630859
1.302734,1.40625
1.396484,1.271484
1.634766,1.300781
1.851562,1.466797
1.894531,1.691406
1.724609,1.849609
1.46875,1.847656
1.310547,1.703125
1.371094,1.46875
1.607422,1.294922
1.828125,1.267578
1.904297,1.398438
1.755859,1.615234
1.490234,1.8125
1.316406,1.873047
1.345703,1.769531
1.556641,1.560547
1.804688,1.345703
1.904297,1.261719
1.779297,1.34375
1.529297,1.544922
1.332031,1.751953
1.326172,1.865234
1.523438,1.814453
1.787109,1.628906
1.90625,1.40625
1.814453,1.269531
1.580078,1.296875
1.349609,1.462891
1.3125,1.685547
1.496094,1.847656
1.740234,1.851562
1.904297,1.703125
1.841797,1.46875
1.609375,1.302734
1.376953,1.263672
1.308594,1.400391
1.453125,1.621094
1.710938,1.816406
1.888672,1.869141
1.863281,1.769531
1.644531,1.560547
1.388672,1.355469
1.302734,1.271484
1.417969,1.345703
1.675781,1.548828
1.873047,1.75
1.878906,1.869141
1.681641,1.820312
1.439453,1.634766
1.300781,1.408203
1.392578,1.273438
1.638672,1.302734
1.859375,1.472656
1.896484,1.691406
1.722656,1.849609
1.466797,1.853516
1.314453,1.701172
1.365234,1.470703
1.603516,1.298828
1.832031,1.265625
1.904297,1.396484
1.753906,1.621094
1.490234,1.816406
1.316406,1.873047
1.345703,1.773438
1.560547,1.554688
1.806641,1.355469
1.910156,1.267578
1.779297,1.34375
1.527344,1.546875
1.333984,1.757812
1.326172,1.871094
1.519531,1.822266
1.791016,1.634766
1.910156,1.412109
1.816406,1.273438
1.578125,1.298828
1.349609,1.476562
1.314453,1.693359
1.492188,1.849609
1.742188,1.853516
1.902344,1.707031
1.841797,1.476562
1.609375,1.300781
1.386719,1.267578
1.304688,1.404297
1.455078,1.621094
1.714844,1.8125
1.886719,1.873047
1.865234,1.773438
1.644531,1.5625
1.390625,1.355469
1.302734,1.269531
1.417969,1.347656
1.675781,1.548828
1.873047,1.755859
1.880859,1.873047
1.685547,1.820312
1.441406,1.634766
1.302734,1.410156
1.394531,1.273438
1.632812,1.298828
1.855469,1.470703
1.896484,1.693359
1.724609,1.857422
1.46875,1.853516
1.3125,1.707031
1.369141,1.470703
1.603516,1.300781
1.833984,1.271484
1.904297,1.400391
1.753906,1.617188
1.486328,1.818359
1.314453,1.873047
1.345703,1.771484
1.560547,1.5625
1.802734,1.351562
1.90625,1.265625
1.785156,1.34375
1.527344,1.548828
1.332031,1.755859
1.330078,1.869141
1.523438,1.820312
1.791016,1.632812
1.902344,1.412109
1.814453,1.275391
1.570312,1.294922
1.347656,1.470703
1.3125,1.6875
1.490234,1.845703
1.738281,1.849609
1.900391,1.705078
1.835938,1.464844
1.607422,1.298828
1.375,1.273438
1.302734,1.402344
1.453125,1.619141
1.708984,1.810547
1.886719,1.875
1.859375,1.769531
1.642578,1.5625
1.390625,1.353516
1.304688,1.263672
1.419922,1.34375
1.677734,1.544922
1.875,1.753906
1.880859,1.865234
1.683594,1.818359
1.4375,1.628906
1.302734,1.408203
1.394531,1.269531
1.636719,1.296875
1.851562,1.466797
1.900391,1.685547
1.722656,1.845703
1.470703,1.851562
1.314453,1.701172
1.373047,1.466797
1.609375,1.296875
1.832031,1.267578
1.904297,1.396484
1.759766,1.615234
1.490234,1.814453
1.318359,1.867188
1.349609,1.765625
1.566406,1.5625
1.808594,1.345703
1.910156,1.269531
1.787109,1.34375
1.53125,1.544922
1.328125,1.753906
1.332031,1.865234
1.523438,1.818359
1.792969,1.628906
1.908203,1.412109
1.814453,1.269531
1.576172,1.296875
1.351562,1.470703
1.316406,1.691406
1.492188,1.849609
1.742188,1.849609
1.902344,1.707031
1.835938,1.470703
